,author_id,conversation_id,tweet_created_at,id,in_reply_to_user_id,lang,reply_settings,source,text,geo,retweeted,replied_to,quoted,like_count,quote_count,reply_count,retweet_count,Place,Organization,Person,Other,Probability,user_mentioned,index,user_created_at,description,name,username,location,followers_count,following_count,listed_count,tweet_count,description.mentions,hashtags,sentiment
169,556291837,1325159539713306625,2020-11-07T21:26:08.000Z,1325187806956818433,556291837.0,en,everyone,Twitter Web App,"@iheartmindy URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248661063271834e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
170,556291837,1325159539713306625,2020-11-07T21:25:55.000Z,1325187752183345153,556291837.0,en,everyone,Twitter Web App,"@iheartmindy URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248653336651407e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
171,556291837,1325110879768236038,2020-11-07T19:49:51.000Z,1325163576038846464,3995778614.0,en,everyone,Twitter Web App,"@KamVTV @MAGARoseTaylor Did they say anything about this? Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapxd8y  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248651233039196e+18,,,48,0,0,25,Texas,,,,0.9356,468911503.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
172,556291837,1325159022950014977,2020-11-07T21:25:37.000Z,1325187677717663744,556291837.0,en,everyone,Twitter Web App,"@RedRising11 @carrieksada URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248651233039196e+18,,,48,0,0,25,Texas,,,,0.9356,468911503.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
173,556291837,1325159714427035649,2020-11-07T21:24:48.000Z,1325187472687558656,556291837.0,en,everyone,Twitter Web App,"@dbongino @carrieksada URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248650496939827e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
178,556291837,1325159022950014977,2020-11-07T19:40:47.000Z,1325161295893602305,3540252020.0,en,everyone,Twitter Web App,"@RedRising11 @carrieksada Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapxd8y  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248595154440806e+18,,,0,0,0,25,Clark,,,,0.4583,468911503.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
179,556291837,1325153841566773250,2020-11-07T21:23:30.000Z,1325187145364082688,556291837.0,en,everyone,Twitter Web App,"@RealCandaceO @carrieksada URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248595154440806e+18,,,0,0,0,25,Clark,,,,0.4583,468911503.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
180,556291837,1325159714427035649,2020-11-07T19:39:56.000Z,1325161080876748801,232901331.0,en,everyone,Twitter Web App,"@dbongino @carrieksada Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapxd8y  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248606321733222e+18,,,0,0,0,6,Michigan,,,,0.9261,1123001234.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
181,556291837,1325057600250056712,2020-11-07T21:23:16.000Z,1325187086111027202,556291837.0,en,everyone,Twitter Web App,"@talkRADIO @DonnaWR8 URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBISdJJ

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248606321733222e+18,,,0,0,0,6,Michigan,,,,0.9261,1123001234.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
182,556291837,1325158892863594498,2020-11-07T19:37:27.000Z,1325160457200570368,3932768472.0,en,everyone,Twitter Web App,"@EmeraldRobinson @DonnaWR8 Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapxd8y  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.324860749563351e+18,,,0,0,0,0,Arizona,,,,0.8781,8.045005178040648e+17,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
183,556291837,1325143336580100096,2020-11-07T21:23:00.000Z,1325187016028549121,556291837.0,en,everyone,Twitter Web App,"@FoxBusiness @FoxNews URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.324860749563351e+18,,,0,0,0,0,Arizona,,,,0.8781,8.045005178040648e+17,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
184,556291837,1325155829545381890,2020-11-07T21:21:42.000Z,1325186692341354496,7.787631062897582e+17,en,everyone,Twitter Web App,"@JennaEllisEsq URL Correction

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBISdJJ

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.324860835483693e+18,,,3,0,1,0,Maricopa County,,,,0.9728,1.3203754912793764e+18,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
185,556291837,1325153841566773250,2020-11-07T19:31:36.000Z,1325158981304803331,8.7824760009651e+17,en,everyone,Twitter Web App,"@RealCandaceO @carrieksada Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapOOx8  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3247444448103014e+18,,,0,0,0,28,AZ,,,,0.9426,1.117898546055762e+18,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
186,556291837,1325156150480838656,2020-11-07T21:20:06.000Z,1325186286085410816,317385247.0,en,everyone,Twitter Web App,"@iheartmindy Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3247444448103014e+18,,,0,0,0,28,AZ,,,,0.9426,1.117898546055762e+18,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
192,556291837,1325118992785223682,2020-11-07T19:26:07.000Z,1325157603039711232,381809023.0,en,everyone,Twitter Web App,"@MedBennett @AMErikaNGIRLLL @JoeBiden @TheDisproof Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapOOx8  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.324859203861754e+18,,,0,0,0,9,,Maricopa,,,0.636,55976150.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
193,556291837,1325153693440872449,2020-11-07T21:18:16.000Z,1325185825710202880,556291837.0,en,everyone,Twitter Web App,"@bbhippopotamus Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.324859203861754e+18,,,0,0,0,9,,Maricopa,,,0.636,55976150.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
194,556291837,1325156010818895877,2020-11-07T19:25:23.000Z,1325157420453285888,8.660691415764419e+17,en,everyone,Twitter Web App,"@RRR0BYN Look at which states the article says uses Dominion Democracy Suite 5.5 software https://t.co/lZhYapOOx8  --- ""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248524024160952e+18,,,16,1,1,10,,,,Rae Chornenky,0.6742,,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
195,556291837,1325140260855062531,2020-11-07T21:55:18.000Z,1325195145428361216,2596413645.0,en,everyone,Twitter Web App,"@carrieksada ... and

Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBISdJJ

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248524024160952e+18,,,16,1,1,10,,,,Rae Chornenky,0.6742,,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
196,556291837,1325169176227405826,2020-11-07T21:51:51.000Z,1325194279749345285,556291837.0,en,everyone,Twitter Web App,"@MAGARoseTaylor @NewRightNetwork Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3247526599963976e+18,,,0,0,0,10,,,,Rae Chornenky,0.5092,7.67424168669229e+17,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
197,556291837,1325160637907890176,2020-11-07T21:49:35.000Z,1325193705716912130,556291837.0,en,everyone,Twitter Web App,"@greggutfeld @EeezeePeezee143 Look at which states the article says uses Dominion Democracy Suite 5.5 software --- 

https://t.co/ozwrBJ9P8j

""Dominion Voting Systems software is also used in Pennsylvania, Georgia, Wisconsin, Nevada, Minnesota and in Maricopa County, Arizona.""",,1.3248294610035548e+18,,,0,0,0,0,,Maricopa,,,0.6979,19211550.0,0,2012-04-17T21:16:53.000Z,"https://t.co/wm3OwKQQo2 - because ""... not all Witches are liberal ... and not every Pagan votes democrat ...""",Autumn Zajczerova,SexyAutumn1980,"Austin, TX",235,890,9,1863,,,Negative
198,376843909,1325271790516645889,2020-11-08T03:33:02.000Z,1325280138863337472,1.3203754912793764e+18,en,everyone,Twitter for iPhone,"@1900Willow @Wizard_Predicts Dominion is used in only one of AZ’s counties. 

The most populous county, Maricopa County, uses the Dominion voting system",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2011-09-20T15:55:05.000Z,"America1st 🎧 #GenX Cancer-Surviving #RetailVet Consumer, Parent, & Patient Rights #IQ138 3.1M+ Face-to-Face Interactions #Psychologist Thought-Leader @UBuffalo",Propaganda Sniper🇺🇸🇬🇧🇷🇺🇧🇷,HindlesKitchen,"Elevation 5,046'    AZ ✈️ NY",11715,2300,115,49844,"[{'end': 159, 'start': 150, 'username': 'UBuffalo'}]","['GenX', 'RetailVet', 'IQ138', 'Psychologist']",Positive
203,36201675,1326029270959976448,2020-11-10T05:09:49.000Z,1326029270959976448,,en,everyone,Twitter for iPhone,RT @dhrxsol1234: Arizona State Rep. Calls on Maricopa GOP Chairman to Step Down Upon News That She Failed to Show Up to Certify Dominion Vo…,,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2009-04-28T22:29:15.000Z,"MAGA Trump 2024, Photographer, Animal Lover, Concerts, Vegas Golden Knights and Traveling",Cindy Dakin,MoonStarCyn,"Branson, MO",2441,2106,2,11374,,,Negative
204,767424168669229057,1326047045296119810,2020-11-10T06:20:27.000Z,1326047045296119810,,en,everyone,TweetDeck,"Arizona: Republican State Rep. Kelly Townsend calls on Maricopa County GOP Chairman Rae Chornenky to step down, along with her first Vice Chair, for failing to show up to certify the Dominion Voting Machines.

https://t.co/Jdwa1lyg8S https://t.co/iIxfeJb0fr",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2016-08-21T18:12:34.000Z,Political Blogger • Constitutional Conservative • NRA Member • US Navy Veteran • Texan • Proud Supporter Of Trump • I Love My Country To. The. Bone. 🇺🇸 #MAGA,VotingFemale 🇺🇸,VotingFemaIe,"San Angelo, Texas",68420,65215,18,70842,,['MAGA'],Negative
206,49181414,1326092540303577088,2020-11-10T09:21:13.000Z,1326092540303577088,,en,everyone,Twitter for iPhone,"RT @VotingFemaIe: Arizona: Republican State Rep. Kelly Townsend calls on Maricopa County GOP Chairman Rae Chornenky to step down, along wit…",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2009-06-21T01:11:00.000Z,"God. Retired military, 3 children 1 is a Marine. Nursing student LOVE Trump❤️ #God #MAGA #AuburnFootball #Alzheimers #Music same on TS https://t.co/JvGPxcsTPy",Liberty🇺🇸,warrantonegirl,United States,2888,4888,11,24126,,"['God', 'MAGA', 'AuburnFootball', 'Alzheimers', 'Music']",Negative
208,707938453,1326230053789765635,2020-11-10T18:27:39.000Z,1326230053789765635,,en,everyone,Twitter Web App,"RT @BarnettforAZ: Dominion voting machines were used in Maricopa County 

Audit the votes! Forensic audit on every machine",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2012-07-20T22:51:45.000Z,🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿✝️🚫DMs/dates/trains - here for @POTUS45,J Cain @je1lyBean,JeaniefaetroonJ,Texas,2922,2966,0,321820,"[{'end': 48, 'start': 40, 'username': 'POTUS45'}]",,Positive
210,68091766,1326292289937838081,2020-11-10T22:34:57.000Z,1326292289937838081,,en,everyone,Twitter for iPad,"RT @ReallyReene: It gets more interesting each day. 

Arizona State Rep. Calls on Maricopa GOP Chairman to Step Down Upon News That She Fai…",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2009-08-23T06:41:58.000Z,"❌🚫NO DM’s!🚫❌ Lifelong Christian ✞ ❤️ my Lord, my family and my animals❤️ 🇺🇸same name on Parler and Gab🇺🇸 IFBAP. #MAGA. #Trump2020",⛄️ ☃️ ❄️ Jιʅʅαɳҽ ❄️ ☃️ ⛄️,jillane68,AR,2086,2141,1,10998,,"['MAGA', 'Trump2020']",Positive
211,864923719436836864,1326310003523743745,2020-11-10T23:45:21.000Z,1326310003523743745,,en,everyone,Twitter for Android,"RT @UrUnpaidPundit: Dominion Voting Systems was refused in Texas because it didn't meet even the *basic* security standards. 
Some but not…",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2017-05-17T19:20:59.000Z,The best economic benefit for all can usually be accomplished when individuals act in their own SELF-INTEREST.,Ernie Banks,ErnieBanks1971,Pennsylvania,943,1922,3,15456,,,Positive
218,1259468580,1326912568825360386,2020-11-12T15:39:43.000Z,1326912568825360386,,en,everyone,Twitter for Android,RT @hrtablaze: The largest county in Arizona is Maricopa and it used Dominion voting machines.  Won't be surprised if the Trump campaign fi…,,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2013-03-11T13:37:04.000Z,"Beagles and Border Collie/Pyrs

3rd generation Texan 
Conservative Patriot 🇺🇲",Ellen Smith🇺🇸,Tx58Ces,"Texas, USA",932,1562,3,157665,,,Positive
219,1285333613677088772,1326932947799314433,2020-11-12T17:00:42.000Z,1326932947799314433,,en,everyone,Twitter for Android,RT @zerohedge: Maricopa County AZ GOP Chair Resigns After Failing To Certify Dominion Voting Machines https://t.co/O97i97BjHL,,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2020-07-20T22:00:04.000Z,"Work, Gym, Day trade, eat, sleep, repeat. #FAMILY FIRST #TRUMP #USA #In GOD I TRUST",Chezzz,Chez617,"New Jersey, USA",215,131,1,10439,,"['FAMILY', 'TRUMP', 'USA', 'In']",Negative
220,77679836,1326934940412485633,2020-11-12T17:08:37.000Z,1326934940412485633,,en,everyone,Twitter for iPhone,RT @zerohedge: Maricopa County AZ GOP Chair Resigns After Failing To Certify Dominion Voting Machines https://t.co/O97i97BjHL,,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2009-09-27T06:43:03.000Z,I always try do the right thing whether anyone’s looking or not. I support my President 100% #TRUMP2020 #BLUELIVESMATTER #EVERYLIFEMATTERS    PRO LIFE,CG_Bomb#Maga2020,cgbomb,"Norman, OK",762,1589,5,69301,,"['TRUMP2020', 'BLUELIVESMATTER', 'EVERYLIFEMATTERS']",Negative
